Speciality_Group,HCP_ID,Decile,Date,Emails,Calls,Segment,Brand_Sales,Final_formulary_status,Final_criteria_status,Speaker_Program,Mobile_Alerts,Competitor_Detailing,TC
Other-Speciality,816,H,2023-02,0,0,Covered,17,On_Formulary,Restrictions,0,17,0,C
Other-Speciality,816,H,2023-03,6,0,Covered,42,On_Formulary,Restrictions,0,10,0,C
Other-Speciality,816,H,2023-04,0,0,Covered,10,On_Formulary,Restrictions,0,17,3,C
Other-Speciality,817,L,2022-01,4,0,Covered,5,On_Formulary,Restrictions,0,2,1,C
Other-Speciality,817,L,2022-02,1,0,Covered,5,On_Formulary,Restrictions,0,17,0,C
Other-Speciality,817,L,2022-03,4,0,Covered,4,On_Formulary,Restrictions,0,10,3,C
Other-Speciality,817,L,2022-04,2,0,Covered,101,On_Formulary,Restrictions,0,0,1,C
Other-Speciality,817,L,2022-05,3,0,Covered,60,On_Formulary,Restrictions,0,14,2,C
Other-Speciality,817,L,2022-06,4,0,Covered,18,On_Formulary,Restrictions,0,17,0,C
Other-Speciality,817,L,2022-07,4,0,Covered,15,On_Formulary,Restrictions,0,16,2,C
Other-Speciality,817,L,2022-08,3,0,Covered,17,On_Formulary,Restrictions,0,17,0,C
Other-Speciality,817,L,2022-09,3,0,Covered,5,On_Formulary,Restrictions,0,2,1,C
Other-Speciality,817,L,2022-10,3,0,Covered,19,On_Formulary,Restrictions,0,14,0,C
Other-Speciality,817,L,2022-11,3,0,Covered,13,On_Formulary,Restrictions,0,16,0,C
Other-Speciality,817,L,2022-12,0,0,Covered,10,On_Formulary,Restrictions,0,10,0,C
Other-Speciality,817,L,2023-01,0,0,Covered,14,On_Formulary,Restrictions,0,16,0,C
Other-Speciality,817,L,2023-02,0,0,Covered,10,On_Formulary,Restrictions,0,14,3,C
Other-Speciality,817,L,2023-03,1,0,Covered,12,On_Formulary,Restrictions,0,0,2,C
Other-Speciality,817,L,2023-04,0,0,Covered,52,On_Formulary,Restrictions,0,9,1,C
PCP,818,M,2022-01,2,0,Covered,14,Not_On_Formulary,Restrictions,0,7,2,C
PCP,818,M,2022-02,1,0,Covered,7,Not_On_Formulary,Restrictions,0,2,1,C
PCP,818,M,2022-03,0,0,Covered,0,Not_On_Formulary,Restrictions,0,18,3,C
PCP,818,M,2022-04,3,0,Covered,18,Not_On_Formulary,Restrictions,0,10,0,C
PCP,818,M,2022-05,2,0,Covered,20,Not_On_Formulary,Restrictions,0,10,2,C
PCP,818,M,2022-06,4,0,Covered,18,Not_On_Formulary,Restrictions,0,5,2,C
PCP,818,M,2022-07,1,0,Covered,6,Not_On_Formulary,Restrictions,0,16,1,C
PCP,818,M,2022-08,0,0,Covered,17,Not_On_Formulary,Restrictions,0,9,3,C
PCP,818,M,2022-09,3,0,Covered,14,Not_On_Formulary,Restrictions,0,8,0,C
PCP,818,M,2022-10,1,0,Covered,33,Not_On_Formulary,Restrictions,0,4,1,C
PCP,818,M,2022-11,3,0,Covered,52,Not_On_Formulary,Restrictions,0,11,3,C
PCP,818,M,2022-12,3,1,Covered,2,Not_On_Formulary,Restrictions,0,13,1,C
PCP,818,M,2023-01,2,1,Covered,6,Not_On_Formulary,Restrictions,0,18,3,C
PCP,818,M,2023-02,3,1,Covered,13,Not_On_Formulary,Restrictions,0,18,3,C
PCP,818,M,2023-03,1,1,Covered,11,Not_On_Formulary,Restrictions,0,11,0,C
PCP,818,M,2023-04,0,1,Covered,10,Not_On_Formulary,Restrictions,0,17,1,C
REMS,819,L,2022-01,3,1,Covered,5,On_Formulary,Cannot_Use,0,8,0,C
REMS,819,L,2022-02,7,1,Covered,47,On_Formulary,Cannot_Use,0,7,1,C
REMS,819,L,2022-03,3,1,Covered,2,On_Formulary,Cannot_Use,0,0,1,C
REMS,819,L,2022-04,4,1,Covered,18,On_Formulary,Cannot_Use,0,10,1,C
REMS,819,L,2022-05,4,1,Covered,2,On_Formulary,Cannot_Use,0,10,3,C
REMS,819,L,2022-06,2,1,Covered,12,On_Formulary,Cannot_Use,0,12,1,C
REMS,819,L,2022-07,1,1,Covered,2,On_Formulary,Cannot_Use,0,13,1,C
REMS,819,L,2022-08,6,1,Covered,33,On_Formulary,Cannot_Use,0,11,2,C
REMS,819,L,2022-09,0,1,Covered,15,On_Formulary,Cannot_Use,0,6,0,C
REMS,819,L,2022-10,1,1,Covered,16,On_Formulary,Cannot_Use,0,1,3,C
REMS,819,L,2022-11,0,1,Covered,18,On_Formulary,Cannot_Use,0,12,3,C
REMS,819,L,2022-12,0,1,Covered,19,On_Formulary,Cannot_Use,0,9,0,C
REMS,819,L,2023-01,6,1,Covered,34,On_Formulary,Cannot_Use,0,10,1,C
REMS,819,L,2023-02,1,1,Covered,42,On_Formulary,Cannot_Use,0,12,0,C
REMS,819,L,2023-03,8,1,Covered,60,On_Formulary,Cannot_Use,0,18,2,C
REMS,819,L,2023-04,3,2,Covered,6,On_Formulary,Cannot_Use,0,13,2,C
REMS,820,L,2022-01,3,2,Covered,0,Not_On_Formulary,Cannot_Use,0,8,0,C
REMS,820,L,2022-02,1,2,Covered,7,Not_On_Formulary,Cannot_Use,0,8,0,C
REMS,820,L,2022-03,4,2,Covered,11,Not_On_Formulary,Cannot_Use,0,16,1,C
REMS,820,L,2022-04,0,2,Covered,5,Not_On_Formulary,Cannot_Use,0,17,2,C
REMS,820,L,2022-05,5,2,Covered,11,Not_On_Formulary,Cannot_Use,0,17,3,C
REMS,820,L,2022-06,8,2,Covered,47,Not_On_Formulary,Cannot_Use,0,1,2,C
REMS,820,L,2022-07,2,2,Covered,16,Not_On_Formulary,Cannot_Use,0,18,0,C
REMS,820,L,2022-08,4,2,Covered,11,Not_On_Formulary,Cannot_Use,0,16,3,C
REMS,820,L,2022-09,0,2,Covered,2,Not_On_Formulary,Cannot_Use,0,3,2,C
REMS,820,L,2022-10,1,2,Covered,2,Not_On_Formulary,Cannot_Use,0,3,1,C
REMS,820,L,2022-11,3,2,Covered,14,Not_On_Formulary,Cannot_Use,0,13,2,C
REMS,820,L,2022-12,2,2,Covered,10,Not_On_Formulary,Cannot_Use,0,7,1,C
REMS,820,L,2023-01,2,2,Covered,7,Not_On_Formulary,Cannot_Use,0,2,2,C
REMS,820,L,2023-02,2,2,Covered,52,Not_On_Formulary,Cannot_Use,0,13,1,C
REMS,820,L,2023-03,1,2,Covered,8,Not_On_Formulary,Cannot_Use,0,12,1,C
REMS,820,L,2023-04,3,2,Covered,1,Not_On_Formulary,Cannot_Use,0,0,3,C
PCP,821,M,2022-01,8,2,Covered,53,On_Formulary,Restrictions,0,8,1,C
PCP,821,M,2022-02,5,2,Covered,44,On_Formulary,Restrictions,0,2,0,C
PCP,821,M,2022-03,13,2,Covered,34,On_Formulary,Restrictions,0,1,2,C
PCP,821,M,2022-04,11,3,Covered,90,On_Formulary,Restrictions,0,2,0,C
PCP,821,M,2022-05,0,3,Covered,60,On_Formulary,Restrictions,0,6,3,C
PCP,821,M,2022-06,0,3,Covered,45,On_Formulary,Restrictions,0,12,2,C
PCP,821,M,2022-07,2,3,Covered,51,On_Formulary,Restrictions,0,9,1,C
PCP,821,M,2022-08,7,3,Covered,47,On_Formulary,Restrictions,0,10,2,C
PCP,821,M,2022-09,4,3,Covered,12,On_Formulary,Restrictions,0,5,2,C
PCP,821,M,2022-10,4,3,Covered,47,On_Formulary,Restrictions,0,6,3,C
PCP,821,M,2022-11,0,3,Covered,28,On_Formulary,Restrictions,0,11,1,C
PCP,821,M,2022-12,7,3,Covered,21,On_Formulary,Restrictions,0,12,2,C
PCP,821,M,2023-01,3,3,Covered,35,On_Formulary,Restrictions,0,4,3,C
PCP,821,M,2023-02,1,3,Covered,55,On_Formulary,Restrictions,0,10,3,C
PCP,821,M,2023-03,5,3,Covered,29,On_Formulary,Restrictions,0,5,2,C
PCP,821,M,2023-04,7,4,Covered,19,On_Formulary,Restrictions,0,2,3,C
Other-Speciality,822,H,2022-01,11,4,Covered,31,On_Formulary,Restrictions,0,8,0,C
Other-Speciality,822,H,2022-02,12,4,Covered,67,On_Formulary,Restrictions,0,18,2,C
Other-Speciality,822,H,2022-03,8,4,Covered,35,On_Formulary,Restrictions,0,5,3,C
Other-Speciality,822,H,2022-04,8,4,Covered,113,On_Formulary,Restrictions,0,13,0,C
Other-Speciality,822,H,2022-05,1,4,Covered,41,On_Formulary,Restrictions,0,6,2,C
Other-Speciality,822,H,2022-06,3,0,Covered,20,On_Formulary,Restrictions,0,14,2,C
Other-Speciality,822,H,2022-07,1,0,Covered,20,On_Formulary,Restrictions,0,6,1,C
Other-Speciality,822,H,2022-08,4,0,Covered,19,On_Formulary,Restrictions,0,16,3,C
Other-Speciality,822,H,2022-09,0,0,Covered,18,On_Formulary,Restrictions,0,0,3,C
Other-Speciality,822,H,2022-10,2,0,Covered,5,On_Formulary,Restrictions,0,12,2,C
Other-Speciality,822,H,2022-11,1,0,Covered,5,On_Formulary,Restrictions,0,15,2,C
Other-Speciality,822,H,2022-12,3,0,Covered,52,On_Formulary,Restrictions,0,13,0,C
Other-Speciality,822,H,2023-01,1,0,Covered,37,On_Formulary,Restrictions,0,18,3,C
Other-Speciality,822,H,2023-02,0,0,Covered,17,On_Formulary,Restrictions,0,17,0,C
Other-Speciality,822,H,2023-03,6,0,Covered,42,On_Formulary,Restrictions,0,10,0,C
Other-Speciality,822,H,2023-04,0,0,Covered,10,On_Formulary,Restrictions,0,17,3,C
Other-Speciality,823,L,2022-01,4,0,Covered,5,On_Formulary,Restrictions,0,2,1,C
Other-Speciality,823,L,2022-02,1,0,Covered,5,On_Formulary,Restrictions,0,17,0,C
Other-Speciality,823,L,2022-03,4,0,Covered,4,On_Formulary,Restrictions,0,10,3,C
Other-Speciality,823,L,2022-04,2,0,Covered,101,On_Formulary,Restrictions,0,0,1,C
Other-Speciality,823,L,2022-05,3,0,Covered,60,On_Formulary,Restrictions,0,14,2,C
Other-Speciality,823,L,2022-06,4,0,Covered,18,On_Formulary,Restrictions,0,17,0,C
Other-Speciality,823,L,2022-07,4,0,Covered,15,On_Formulary,Restrictions,0,16,2,C
Other-Speciality,823,L,2022-08,3,0,Covered,17,On_Formulary,Restrictions,0,17,0,C
Other-Speciality,823,L,2022-09,3,0,Covered,5,On_Formulary,Restrictions,0,2,1,C
Other-Speciality,823,L,2022-10,3,0,Covered,19,On_Formulary,Restrictions,0,14,0,C
Other-Speciality,823,L,2022-11,3,0,Covered,13,On_Formulary,Restrictions,0,16,0,C
Other-Speciality,823,L,2022-12,0,0,Covered,10,On_Formulary,Restrictions,0,10,0,C
Other-Speciality,823,L,2023-01,0,0,Covered,14,On_Formulary,Restrictions,0,16,0,C
Other-Speciality,823,L,2023-02,0,0,Covered,10,On_Formulary,Restrictions,0,14,3,C
Other-Speciality,823,L,2023-03,1,0,Covered,12,On_Formulary,Restrictions,0,0,2,C
Other-Speciality,823,L,2023-04,0,0,Covered,52,On_Formulary,Restrictions,0,9,1,C
PCP,824,M,2022-01,2,0,Covered,14,Not_On_Formulary,Restrictions,0,7,2,C
PCP,824,M,2022-02,1,0,Covered,7,Not_On_Formulary,Restrictions,0,2,1,C
PCP,824,M,2022-03,0,0,Covered,0,Not_On_Formulary,Restrictions,0,18,3,C
PCP,824,M,2022-04,3,0,Covered,18,Not_On_Formulary,Restrictions,0,10,0,C
PCP,824,M,2022-05,2,0,Covered,20,Not_On_Formulary,Restrictions,0,10,2,C
PCP,824,M,2022-06,4,0,Covered,18,Not_On_Formulary,Restrictions,0,5,2,C
PCP,824,M,2022-07,1,0,Covered,6,Not_On_Formulary,Restrictions,0,16,1,C
PCP,824,M,2022-08,0,0,Covered,17,Not_On_Formulary,Restrictions,0,9,3,C
PCP,824,M,2022-09,3,0,Covered,14,Not_On_Formulary,Restrictions,0,8,0,C
PCP,824,M,2022-10,1,0,Covered,33,Not_On_Formulary,Restrictions,0,4,1,C
PCP,824,M,2022-11,3,0,Covered,52,Not_On_Formulary,Restrictions,0,11,3,C
PCP,824,M,2022-12,3,1,Covered,2,Not_On_Formulary,Restrictions,0,13,1,C
PCP,824,M,2023-01,2,1,Covered,6,Not_On_Formulary,Restrictions,0,18,3,C
PCP,824,M,2023-02,3,1,Covered,13,Not_On_Formulary,Restrictions,0,18,3,C
PCP,824,M,2023-03,1,1,Covered,11,Not_On_Formulary,Restrictions,0,11,0,C
PCP,824,M,2023-04,0,1,Covered,10,Not_On_Formulary,Restrictions,0,17,1,C
REMS,825,L,2022-01,3,1,Covered,5,On_Formulary,Cannot_Use,0,8,0,C
REMS,825,L,2022-02,7,1,Covered,47,On_Formulary,Cannot_Use,0,7,1,C
REMS,825,L,2022-03,3,1,Covered,2,On_Formulary,Cannot_Use,0,0,1,C
REMS,825,L,2022-04,4,1,Covered,18,On_Formulary,Cannot_Use,0,10,1,C
REMS,825,L,2022-05,4,1,Covered,2,On_Formulary,Cannot_Use,0,10,3,C
REMS,825,L,2022-06,2,1,Covered,12,On_Formulary,Cannot_Use,0,12,1,C
REMS,825,L,2022-07,1,1,Covered,2,On_Formulary,Cannot_Use,0,13,1,C
REMS,825,L,2022-08,6,1,Covered,33,On_Formulary,Cannot_Use,0,11,2,C
REMS,825,L,2022-09,0,1,Covered,15,On_Formulary,Cannot_Use,0,6,0,C
REMS,825,L,2022-10,1,1,Covered,16,On_Formulary,Cannot_Use,0,1,3,C
REMS,825,L,2022-11,0,1,Covered,18,On_Formulary,Cannot_Use,0,12,3,C
REMS,825,L,2022-12,0,1,Covered,19,On_Formulary,Cannot_Use,0,9,0,C
REMS,825,L,2023-01,6,1,Covered,34,On_Formulary,Cannot_Use,0,10,1,C
REMS,825,L,2023-02,1,1,Covered,42,On_Formulary,Cannot_Use,0,12,0,C
REMS,825,L,2023-03,8,1,Covered,60,On_Formulary,Cannot_Use,0,18,2,C
REMS,825,L,2023-04,3,2,Covered,6,On_Formulary,Cannot_Use,0,13,2,C
REMS,826,L,2022-01,3,2,Covered,0,Not_On_Formulary,Cannot_Use,0,8,0,C
REMS,826,L,2022-02,1,2,Covered,7,Not_On_Formulary,Cannot_Use,0,8,0,C
REMS,826,L,2022-03,4,2,Covered,11,Not_On_Formulary,Cannot_Use,0,16,1,C
REMS,826,L,2022-04,0,2,Covered,5,Not_On_Formulary,Cannot_Use,0,17,2,C
REMS,826,L,2022-05,5,2,Covered,11,Not_On_Formulary,Cannot_Use,0,17,3,C
REMS,826,L,2022-06,8,2,Covered,47,Not_On_Formulary,Cannot_Use,0,1,2,C
REMS,826,L,2022-07,2,2,Covered,16,Not_On_Formulary,Cannot_Use,0,18,0,C
REMS,826,L,2022-08,4,2,Covered,11,Not_On_Formulary,Cannot_Use,0,16,3,C
REMS,826,L,2022-09,0,2,Covered,2,Not_On_Formulary,Cannot_Use,0,3,2,C
REMS,826,L,2022-10,1,2,Covered,2,Not_On_Formulary,Cannot_Use,0,3,1,C
REMS,826,L,2022-11,3,2,Covered,14,Not_On_Formulary,Cannot_Use,0,13,2,C
REMS,826,L,2022-12,2,2,Covered,10,Not_On_Formulary,Cannot_Use,0,7,1,C
REMS,826,L,2023-01,2,2,Covered,7,Not_On_Formulary,Cannot_Use,0,2,2,C
REMS,826,L,2023-02,2,2,Covered,52,Not_On_Formulary,Cannot_Use,0,13,1,C
REMS,826,L,2023-03,1,2,Covered,8,Not_On_Formulary,Cannot_Use,0,12,1,C
REMS,826,L,2023-04,3,2,Covered,1,Not_On_Formulary,Cannot_Use,0,0,3,C
PCP,827,M,2022-01,8,2,Covered,53,On_Formulary,Restrictions,0,8,1,C
PCP,827,M,2022-02,5,2,Covered,44,On_Formulary,Restrictions,0,2,0,C
PCP,827,M,2022-03,13,2,Covered,34,On_Formulary,Restrictions,0,1,2,C
PCP,827,M,2022-04,11,3,Covered,90,On_Formulary,Restrictions,0,2,0,C
PCP,827,M,2022-05,0,3,Covered,60,On_Formulary,Restrictions,0,6,3,C
PCP,827,M,2022-06,0,3,Covered,45,On_Formulary,Restrictions,0,12,2,C
PCP,827,M,2022-07,2,3,Covered,51,On_Formulary,Restrictions,0,9,1,C
PCP,827,M,2022-08,7,3,Covered,47,On_Formulary,Restrictions,0,10,2,C
PCP,827,M,2022-09,4,3,Covered,12,On_Formulary,Restrictions,0,5,2,C
PCP,827,M,2022-10,4,3,Covered,47,On_Formulary,Restrictions,0,6,3,C
PCP,827,M,2022-11,0,3,Covered,28,On_Formulary,Restrictions,0,11,1,C
PCP,827,M,2022-12,7,3,Covered,21,On_Formulary,Restrictions,0,12,2,C
PCP,827,M,2023-01,3,3,Covered,35,On_Formulary,Restrictions,0,4,3,C
PCP,827,M,2023-02,1,3,Covered,55,On_Formulary,Restrictions,0,10,3,C
PCP,827,M,2023-03,5,3,Covered,29,On_Formulary,Restrictions,0,5,2,C
PCP,827,M,2023-04,7,4,Covered,19,On_Formulary,Restrictions,0,2,3,C
Other-Speciality,828,H,2022-01,11,4,Covered,31,On_Formulary,Restrictions,0,8,0,C
Other-Speciality,828,H,2022-02,12,4,Covered,67,On_Formulary,Restrictions,0,18,2,C
Other-Speciality,828,H,2022-03,8,4,Covered,35,On_Formulary,Restrictions,0,5,3,C
Other-Speciality,828,H,2022-04,8,4,Covered,113,On_Formulary,Restrictions,0,13,0,C
Other-Speciality,828,H,2022-05,1,4,Covered,41,On_Formulary,Restrictions,0,6,2,C
Other-Speciality,828,H,2022-06,3,0,Covered,20,On_Formulary,Restrictions,0,14,2,C
Other-Speciality,828,H,2022-07,1,0,Covered,20,On_Formulary,Restrictions,0,6,1,C
Other-Speciality,828,H,2022-08,4,0,Covered,19,On_Formulary,Restrictions,0,16,3,C
Other-Speciality,828,H,2022-09,0,0,Covered,18,On_Formulary,Restrictions,0,0,3,C
Other-Speciality,828,H,2022-10,2,0,Covered,5,On_Formulary,Restrictions,0,12,2,C
Other-Speciality,828,H,2022-11,1,0,Covered,5,On_Formulary,Restrictions,0,15,2,C
Other-Speciality,828,H,2022-12,3,0,Covered,52,On_Formulary,Restrictions,0,13,0,C
Other-Speciality,828,H,2023-01,1,0,Covered,37,On_Formulary,Restrictions,0,18,3,C
Other-Speciality,828,H,2023-02,0,0,Covered,17,On_Formulary,Restrictions,0,17,0,C
Other-Speciality,828,H,2023-03,6,0,Covered,42,On_Formulary,Restrictions,0,10,0,C
Other-Speciality,828,H,2023-04,0,0,Covered,10,On_Formulary,Restrictions,0,17,3,C
Other-Speciality,829,L,2022-01,4,0,Covered,5,On_Formulary,Restrictions,0,2,1,C
Other-Speciality,829,L,2022-02,1,0,Covered,5,On_Formulary,Restrictions,0,17,0,C
Other-Speciality,829,L,2022-03,4,0,Covered,4,On_Formulary,Restrictions,0,10,3,C
Other-Speciality,829,L,2022-04,2,0,Covered,101,On_Formulary,Restrictions,0,0,1,C
Other-Speciality,829,L,2022-05,3,0,Covered,60,On_Formulary,Restrictions,0,14,2,C
Other-Speciality,829,L,2022-06,4,0,Covered,18,On_Formulary,Restrictions,0,17,0,C
Other-Speciality,829,L,2022-07,4,0,Covered,15,On_Formulary,Restrictions,0,16,2,C
Other-Speciality,829,L,2022-08,3,0,Covered,17,On_Formulary,Restrictions,0,17,0,C
Other-Speciality,829,L,2022-09,3,0,Covered,5,On_Formulary,Restrictions,0,2,1,C
Other-Speciality,829,L,2022-10,3,0,Covered,19,On_Formulary,Restrictions,0,14,0,C
Other-Speciality,829,L,2022-11,3,0,Covered,13,On_Formulary,Restrictions,0,16,0,C
Other-Speciality,829,L,2022-12,0,0,Covered,10,On_Formulary,Restrictions,0,10,0,C
Other-Speciality,829,L,2023-01,0,0,Covered,14,On_Formulary,Restrictions,0,16,0,C
Other-Speciality,829,L,2023-02,0,0,Covered,10,On_Formulary,Restrictions,0,14,3,C
Other-Speciality,829,L,2023-03,1,0,Covered,12,On_Formulary,Restrictions,0,0,2,C
Other-Speciality,829,L,2023-04,0,0,Covered,52,On_Formulary,Restrictions,0,9,1,C
PCP,830,M,2022-01,2,0,Covered,14,Not_On_Formulary,Restrictions,0,7,2,C
PCP,830,M,2022-02,1,0,Covered,7,Not_On_Formulary,Restrictions,0,2,1,C
PCP,830,M,2022-03,0,0,Covered,0,Not_On_Formulary,Restrictions,0,18,3,C
PCP,830,M,2022-04,3,0,Covered,18,Not_On_Formulary,Restrictions,0,10,0,C
PCP,830,M,2022-05,2,0,Covered,20,Not_On_Formulary,Restrictions,0,10,2,C
PCP,830,M,2022-06,4,0,Covered,18,Not_On_Formulary,Restrictions,0,5,2,C
PCP,830,M,2022-07,1,0,Covered,6,Not_On_Formulary,Restrictions,0,16,1,C
PCP,830,M,2022-08,0,0,Covered,17,Not_On_Formulary,Restrictions,0,9,3,C
PCP,830,M,2022-09,3,0,Covered,14,Not_On_Formulary,Restrictions,0,8,0,C
PCP,830,M,2022-10,1,0,Covered,33,Not_On_Formulary,Restrictions,0,4,1,C
PCP,830,M,2022-11,3,0,Covered,52,Not_On_Formulary,Restrictions,0,11,3,C
PCP,830,M,2022-12,3,1,Covered,2,Not_On_Formulary,Restrictions,0,13,1,C
PCP,830,M,2023-01,2,1,Covered,6,Not_On_Formulary,Restrictions,0,18,3,C
PCP,830,M,2023-02,3,1,Covered,13,Not_On_Formulary,Restrictions,0,18,3,C
PCP,830,M,2023-03,1,1,Covered,11,Not_On_Formulary,Restrictions,0,11,0,C
PCP,830,M,2023-04,0,1,Covered,10,Not_On_Formulary,Restrictions,0,17,1,C
REMS,831,L,2022-01,3,1,Covered,5,On_Formulary,Cannot_Use,0,8,0,C
REMS,831,L,2022-02,7,1,Covered,47,On_Formulary,Cannot_Use,0,7,1,C
REMS,831,L,2022-03,3,1,Covered,2,On_Formulary,Cannot_Use,0,0,1,C
REMS,831,L,2022-04,4,1,Covered,18,On_Formulary,Cannot_Use,0,10,1,C
REMS,831,L,2022-05,4,1,Covered,2,On_Formulary,Cannot_Use,0,10,3,C
REMS,831,L,2022-06,2,1,Covered,12,On_Formulary,Cannot_Use,0,12,1,C
REMS,831,L,2022-07,1,1,Covered,2,On_Formulary,Cannot_Use,0,13,1,C
REMS,831,L,2022-08,6,1,Covered,33,On_Formulary,Cannot_Use,0,11,2,C
REMS,831,L,2022-09,0,1,Covered,15,On_Formulary,Cannot_Use,0,6,0,C
REMS,831,L,2022-10,1,1,Covered,16,On_Formulary,Cannot_Use,0,1,3,C
REMS,831,L,2022-11,0,1,Covered,18,On_Formulary,Cannot_Use,0,12,3,C
REMS,831,L,2022-12,0,1,Covered,19,On_Formulary,Cannot_Use,0,9,0,C
REMS,831,L,2023-01,6,1,Covered,34,On_Formulary,Cannot_Use,0,10,1,C
REMS,831,L,2023-02,1,1,Covered,42,On_Formulary,Cannot_Use,0,12,0,C
REMS,831,L,2023-03,8,1,Covered,60,On_Formulary,Cannot_Use,0,18,2,C
REMS,831,L,2023-04,3,2,Covered,6,On_Formulary,Cannot_Use,0,13,2,C
REMS,832,L,2022-01,3,2,Covered,0,Not_On_Formulary,Cannot_Use,0,8,0,C
REMS,832,L,2022-02,1,2,Covered,7,Not_On_Formulary,Cannot_Use,0,8,0,C
REMS,832,L,2022-03,4,2,Covered,11,Not_On_Formulary,Cannot_Use,0,16,1,C
REMS,832,L,2022-04,0,2,Covered,5,Not_On_Formulary,Cannot_Use,0,17,2,C
REMS,832,L,2022-05,5,2,Covered,11,Not_On_Formulary,Cannot_Use,0,17,3,C
REMS,832,L,2022-06,8,2,Covered,47,Not_On_Formulary,Cannot_Use,0,1,2,C
REMS,832,L,2022-07,2,2,Covered,16,Not_On_Formulary,Cannot_Use,0,18,0,C
REMS,832,L,2022-08,4,2,Covered,11,Not_On_Formulary,Cannot_Use,0,16,3,C
REMS,832,L,2022-09,0,2,Covered,2,Not_On_Formulary,Cannot_Use,0,3,2,C
REMS,832,L,2022-10,1,2,Covered,2,Not_On_Formulary,Cannot_Use,0,3,1,C
REMS,832,L,2022-11,3,2,Covered,14,Not_On_Formulary,Cannot_Use,0,13,2,C
REMS,832,L,2022-12,2,2,Covered,10,Not_On_Formulary,Cannot_Use,0,7,1,C
REMS,832,L,2023-01,2,2,Covered,7,Not_On_Formulary,Cannot_Use,0,2,2,C
REMS,832,L,2023-02,2,2,Covered,52,Not_On_Formulary,Cannot_Use,0,13,1,C
REMS,832,L,2023-03,1,2,Covered,8,Not_On_Formulary,Cannot_Use,0,12,1,C
REMS,832,L,2023-04,3,2,Covered,1,Not_On_Formulary,Cannot_Use,0,0,3,C
PCP,833,M,2022-01,8,2,Covered,53,On_Formulary,Restrictions,0,8,1,C
PCP,833,M,2022-02,5,2,Covered,44,On_Formulary,Restrictions,0,2,0,C
PCP,833,M,2022-03,13,2,Covered,34,On_Formulary,Restrictions,0,1,2,C
PCP,833,M,2022-04,11,3,Covered,90,On_Formulary,Restrictions,0,2,0,C
PCP,833,M,2022-05,0,3,Covered,60,On_Formulary,Restrictions,0,6,3,C
PCP,833,M,2022-06,0,3,Covered,45,On_Formulary,Restrictions,0,12,2,C
PCP,833,M,2022-07,2,3,Covered,51,On_Formulary,Restrictions,0,9,1,C
PCP,833,M,2022-08,7,3,Covered,47,On_Formulary,Restrictions,0,10,2,C
PCP,833,M,2022-09,4,3,Covered,12,On_Formulary,Restrictions,0,5,2,C
PCP,833,M,2022-10,4,3,Covered,47,On_Formulary,Restrictions,0,6,3,C
PCP,833,M,2022-11,0,3,Covered,28,On_Formulary,Restrictions,0,11,1,C
PCP,833,M,2022-12,7,3,Covered,21,On_Formulary,Restrictions,0,12,2,C
PCP,833,M,2023-01,3,3,Covered,35,On_Formulary,Restrictions,0,4,3,C
PCP,833,M,2023-02,1,3,Covered,55,On_Formulary,Restrictions,0,10,3,C
PCP,833,M,2023-03,5,3,Covered,29,On_Formulary,Restrictions,0,5,2,C
PCP,833,M,2023-04,7,4,Covered,19,On_Formulary,Restrictions,0,2,3,C
Other-Speciality,834,H,2022-01,11,4,Covered,31,On_Formulary,Restrictions,0,8,0,C
Other-Speciality,834,H,2022-02,12,4,Covered,67,On_Formulary,Restrictions,0,18,2,C
Other-Speciality,834,H,2022-03,8,4,Covered,35,On_Formulary,Restrictions,0,5,3,C
Other-Speciality,834,H,2022-04,8,4,Covered,113,On_Formulary,Restrictions,0,13,0,C
Other-Speciality,834,H,2022-05,1,4,Covered,41,On_Formulary,Restrictions,0,6,2,C
Other-Speciality,834,H,2022-06,3,0,Covered,20,On_Formulary,Restrictions,0,14,2,C
Other-Speciality,834,H,2022-07,1,0,Covered,20,On_Formulary,Restrictions,0,6,1,C
Other-Speciality,834,H,2022-08,4,0,Covered,19,On_Formulary,Restrictions,0,16,3,C
Other-Speciality,834,H,2022-09,0,0,Covered,18,On_Formulary,Restrictions,0,0,3,C
Other-Speciality,834,H,2022-10,2,0,Covered,5,On_Formulary,Restrictions,0,12,2,C
Other-Speciality,834,H,2022-11,1,0,Covered,5,On_Formulary,Restrictions,0,15,2,C
Other-Speciality,834,H,2022-12,3,0,Covered,52,On_Formulary,Restrictions,0,13,0,C
Other-Speciality,834,H,2023-01,1,0,Covered,37,On_Formulary,Restrictions,0,18,3,C
Other-Speciality,834,H,2023-02,0,0,Covered,17,On_Formulary,Restrictions,0,17,0,C
Other-Speciality,834,H,2023-03,6,0,Covered,42,On_Formulary,Restrictions,0,10,0,C
Other-Speciality,834,H,2023-04,0,0,Covered,10,On_Formulary,Restrictions,0,17,3,C
Other-Speciality,835,L,2022-01,4,0,Covered,5,On_Formulary,Restrictions,0,2,1,C
Other-Speciality,835,L,2022-02,1,0,Covered,5,On_Formulary,Restrictions,0,17,0,C
Other-Speciality,835,L,2022-03,4,0,Covered,4,On_Formulary,Restrictions,0,10,3,C
Other-Speciality,835,L,2022-04,2,0,Covered,101,On_Formulary,Restrictions,0,0,1,C
